ssc_issue_key,title,factor,ssc_severity,feasibility_category,proposed_test_method,exact_observation_or_evidence,proposed_rule_logic,required_executor,required_external_data,authoritative_reference_type,authoritative_reference,implementation_complexity,confidence,notes,current_platform_support
tls_weak_cipher,TLS Service Supports Weak Cipher Suite,network_security,medium,DIRECTLY_TESTABLE,Enumerate accepted TLS cipher suites with bounded handshakes and compare to NIST/internal policy.,"Accepted protocol/cipher pairs, key-exchange/authentication properties and policy version.",Finding when any accepted suite is disallowed by the pinned cryptographic policy.,TLS,None,NIST / IETF PKIX,https://csrc.nist.gov/pubs/sp/800/52/r2/final; https://www.rfc-editor.org/rfc/rfc8996.html; https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html,MEDIUM,HIGH,Use source metadata independently; do not map SSC severity into internal scoring.,PARTIAL
tls_weak_protocol,SSL/TLS Service Supports Weak Protocol,network_security,high,DIRECTLY_TESTABLE,Attempt bounded handshakes for SSLv2/SSLv3/TLS 1.0/TLS 1.1 and approved modern controls.,Per-port protocol acceptance result and handshake error class.,Finding when any deprecated SSL/TLS version is accepted; unknown transport failure is indeterminate.,TLS,None,NIST / IETF PKIX,https://csrc.nist.gov/pubs/sp/800/52/r2/final; https://www.rfc-editor.org/rfc/rfc8996.html; https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html,MEDIUM,HIGH,Use source metadata independently; do not map SSC severity into internal scoring.,PARTIAL
tlscert_excessive_expiration,Certificate Lifetime Is Longer Than Best Practices,network_security,low,TESTABLE_WITH_ENRICHMENT,Parse certificate notBefore/notAfter and compare lifetime with a versioned CA/B Forum requirements schedule applicable on the issuance date.,"Certificate fingerprint, validity endpoints, computed lifetime, issuance time, policy source/version and applicable maximum.",Finding when lifetime exceeds the CA/B Forum maximum applicable at issuance; non-public or policy-exempt certificates are evaluated separately or marked not applicable.,TLS_CERTIFICATE+POLICY_ENRICHMENT,Versioned CA/B Forum Baseline Requirements history and certificate applicability policy,CA/B Forum / IETF PKIX,https://cabforum.org/working-groups/server/baseline-requirements/requirements/; https://www.rfc-editor.org/rfc/rfc5280.html,MEDIUM,HIGH,"The certificate dates are direct evidence, but the correct maximum changed over time and cannot be inferred from a timeless threshold.",PARTIAL
tlscert_expired,Certificate Is Expired,network_security,low,DIRECTLY_TESTABLE,Parse certificate notAfter during a TLS handshake.,"Certificate fingerprint, notAfter, validation time and days to expiry.",Finding when notAfter is earlier than validation time.,TLS,None,NIST / IETF PKIX,https://csrc.nist.gov/pubs/sp/800/52/r2/final; https://www.rfc-editor.org/rfc/rfc8996.html; https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html,LOW,HIGH,"The TLS executor gathers sufficient expiry evidence, but no active rule is linked to this SSC_API issue; support remains partial until the specific condition is evaluated.",PARTIAL
tlscert_no_revocation,Certificate Without Revocation Control,network_security,low,DIRECTLY_TESTABLE,Parse CRL Distribution Points and Authority Information Access/OCSP extensions from the chain.,Certificate fingerprint and normalized CRL/OCSP endpoints; endpoint values may be hashed in reports.,Finding when policy requires revocation controls and neither CRL nor OCSP information is present; account for short-lived-certificate policy.,TLS,None,NIST / IETF PKIX,https://csrc.nist.gov/pubs/sp/800/52/r2/final; https://www.rfc-editor.org/rfc/rfc8996.html; https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html,MEDIUM,HIGH,Use source metadata independently; do not map SSC severity into internal scoring.,PARTIAL
tlscert_revoked,Certificate Is Revoked,network_security,high,TESTABLE_WITH_ENRICHMENT,Validate the chain and query/cache the issuing CA's OCSP responder or CRL with signature and freshness checks.,"Certificate/issuer fingerprints, authoritative OCSP/CRL URI and response hash, status, thisUpdate/nextUpdate, signer validation and retrieval result.",Finding only when a fresh cryptographically valid authoritative response says revoked; good means not reported revoked and unknown/network failure is indeterminate.,TLS_CERTIFICATE+REVOCATION_ENRICHMENT,Authoritative CA OCSP/CRL data and trust material,IETF PKIX / OCSP,https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html; https://www.rfc-editor.org/rfc/rfc9325.html,HIGH,HIGH,"Revocation is not contained in the server handshake unless a valid staple is present; authoritative external status data is normally required.",PARTIAL
tlscert_self_signed,Certificate Is Self-Signed,network_security,low,DIRECTLY_TESTABLE,"Compare leaf issuer/subject and verify its signature with its own public key, then separately perform trust-path validation.","Leaf fingerprint, issuer/subject equality, self-signature result and trust-path result.",Finding when the leaf is cryptographically self-signed and internal policy does not explicitly trust it.,TLS,None,NIST / IETF PKIX,https://csrc.nist.gov/pubs/sp/800/52/r2/final; https://www.rfc-editor.org/rfc/rfc8996.html; https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html,MEDIUM,HIGH,Use source metadata independently; do not map SSC severity into internal scoring.,PARTIAL
tlscert_weak_signature,Certificate Signed With Weak Algorithm,network_security,low,DIRECTLY_TESTABLE,Parse every served chain certificate signature algorithm and compare to cryptographic policy.,"Chain position/fingerprint, signature OID/hash, key parameters and policy version.",Finding when any policy-covered certificate uses a disallowed signature algorithm such as MD5 or SHA-1.,TLS,None,NIST / IETF PKIX,https://csrc.nist.gov/pubs/sp/800/52/r2/final; https://www.rfc-editor.org/rfc/rfc8996.html; https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html,LOW,HIGH,Use source metadata independently; do not map SSC severity into internal scoring.,PARTIAL
tor_server,TOR Server Detected,network_security,high,EXTERNAL_DATA_REQUIRED,Correlate approved threat-intelligence indicators and internal network detection events to the in-scope asset and observation time.,"Indicator/event ID, IP/port, classification, first/last seen, traffic direction, confidence and dataset/signature version.",Finding only when provenance-bearing intelligence or protocol-aware telemetry explicitly supports 'TOR Server Detected'; do not classify from a generic banner or port.,EXTERNAL_INTEL_INGEST,Tor signed consensus plus internal flow/IDS evidence,Reputable threat-intelligence source / internal telemetry,https://spec.torproject.org/dir-spec/publishing-consensus.html,MEDIUM,MEDIUM,These identities/traffic claims are not reliably established by a safe one-shot perimeter probe.,NOT_SUPPORTED
tor_traffic_detected,Tor Traffic Detected,network_security,low,EXTERNAL_DATA_REQUIRED,Correlate approved threat-intelligence indicators and internal network detection events to the in-scope asset and observation time.,"Indicator/event ID, IP/port, classification, first/last seen, traffic direction, confidence and dataset/signature version.",Finding only when provenance-bearing intelligence or protocol-aware telemetry explicitly supports 'Tor Traffic Detected'; do not classify from a generic banner or port.,EXTERNAL_INTEL_INGEST,Tor signed consensus plus internal flow/IDS evidence,Reputable threat-intelligence source / internal telemetry,https://spec.torproject.org/dir-spec/publishing-consensus.html,MEDIUM,MEDIUM,These identities/traffic claims are not reliably established by a safe one-shot perimeter probe.,NOT_SUPPORTED
upnp_accessible,UPnP Accessible,network_security,medium,DIRECTLY_TESTABLE,"On approved ports/networks, perform a minimal non-authenticating bounded SSDP M-SEARCH and device-description GET exchange and stop after identification.","IP/port/transport, request type, protocol-valid response/magic/version, banner hash and stop reason.",Positive only when a protocol-valid bounded SSDP M-SEARCH and device-description GET response is received; TCP/UDP reachability alone is insufficient.,PROTOCOL_PROBE,None,Protocol/vendor specification,https://openconnectivity.org/developer/specifications/upnp-resources/upnp/,MEDIUM,HIGH,"No enumeration, login, commands or state changes.",PARTIAL
uses_go_daddy_infrastructure,Website Uses GoDaddy TLS Certificates,network_security,info,TESTABLE_WITH_ENRICHMENT,Validate the TLS chain and correlate SPKI/issuer identifiers with a versioned GoDaddy certificate-repository dataset.,"Certificate/chain fingerprints, issuer/SPKI identities, trust result, repository snapshot hash and match provenance.",Positive only when a validated chain matches a reviewed GoDaddy CA identity in the versioned dataset; organization ownership or breach impact is not inferred.,TLS_CERTIFICATE+CA_REGISTRY_ENRICHMENT,Versioned GoDaddy CA certificate/identifier registry,CA/B Forum / vendor certificate documentation,https://certs.godaddy.com/repository,MEDIUM,HIGH,"Issuer text alone is spoofable and CA hierarchies change; attribution requires a maintained identifier set.",PARTIAL
patching_analysis_high,High-severity CVE patching analyzed,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,"For each confidently identified product/version, correlate current NVD/vendor CVEs and calculate an internal evidence summary for the named CVSS band.","Asset/product/version evidence, CVE IDs, CVSS version/vector/base band, advisory/data revisions and observation time.","Analysis present when at least one product has sufficient version evidence to evaluate high-band CVEs; publish counts and unknowns, not an SSC-equivalent score.",FINGERPRINT+SBOM+CVE_ANALYTICS,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"This defines an independent internal analysis, not SSC patching methodology.",NOT_SUPPORTED
patching_analysis_low,Low-severity CVE patching analyzed,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,"For each confidently identified product/version, correlate current NVD/vendor CVEs and calculate an internal evidence summary for the named CVSS band.","Asset/product/version evidence, CVE IDs, CVSS version/vector/base band, advisory/data revisions and observation time.","Analysis present when at least one product has sufficient version evidence to evaluate low-band CVEs; publish counts and unknowns, not an SSC-equivalent score.",FINGERPRINT+SBOM+CVE_ANALYTICS,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"This defines an independent internal analysis, not SSC patching methodology.",NOT_SUPPORTED
patching_analysis_medium,Medium-severity CVE patching analyzed,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,"For each confidently identified product/version, correlate current NVD/vendor CVEs and calculate an internal evidence summary for the named CVSS band.","Asset/product/version evidence, CVE IDs, CVSS version/vector/base band, advisory/data revisions and observation time.","Analysis present when at least one product has sufficient version evidence to evaluate medium-band CVEs; publish counts and unknowns, not an SSC-equivalent score.",FINGERPRINT+SBOM+CVE_ANALYTICS,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"This defines an independent internal analysis, not SSC patching methodology.",NOT_SUPPORTED
patching_cadence_high,High Severity CVEs Patching Cadence,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for high-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
patching_cadence_info,Vulnerabilities observed,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for all-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
patching_cadence_low,Low Severity CVEs Patching Cadence,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for low-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
patching_cadence_medium,Medium Severity CVEs Patching Cadence,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for medium-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
patching_cadence_v3_critical,Critical-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence,low,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for critical-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
patching_cadence_v3_high,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for high-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
patching_cadence_v3_low,Low-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for low-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
patching_cadence_v3_medium,Medium-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence,info,TESTABLE_WITH_ENRICHMENT,Persist versioned product/CVE observations over time and calculate days from authoritative fix publication (or first confirmed observation) to first confirmed remediated observation.,"Asset/product/version, CVE, CVSS version/vector/band, vendor fix date, first-vulnerable seen, first-remediated seen, observation gaps and dataset revisions.",Compute an internal cadence metric for medium-band vulnerabilities only when both vulnerability and remediation transitions are evidenced; report censored/unknown intervals explicitly.,LONGITUDINAL_FINGERPRINT+SBOM+CVE,"Historical observations, NVD/CPE and vendor advisories",NVD / vendor advisory / internal policy,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"Do not claim equivalence to SSC windows, aggregation or scoring.",NOT_SUPPORTED
service_end_of_life,End-of-Life Product,patching_cadence,medium,TESTABLE_WITH_ENRICHMENT,Identify exact product/edition/version using authenticated inventory or high-confidence fingerprinting and compare it to versioned vendor lifecycle records.,"Product/version evidence, vendor lifecycle document/revision, end-of-life date, observation time and match confidence.",Finding when the confirmed installed version is past the vendor's published end-of-life date under internal lifecycle policy; unknown version is indeterminate.,FINGERPRINT+SBOM+LIFECYCLE,Vendor EOL/EOS documentation,Vendor documentation / internal lifecycle policy,Vendor lifecycle page for the identified product,HIGH,HIGH,A community EOL aggregator may assist discovery but vendor evidence should be authoritative.,NOT_SUPPORTED
service_end_of_service,End-of-Service Product,patching_cadence,medium,TESTABLE_WITH_ENRICHMENT,Identify exact product/edition/version using authenticated inventory or high-confidence fingerprinting and compare it to versioned vendor lifecycle records.,"Product/version evidence, vendor lifecycle document/revision, end-of-service date, observation time and match confidence.",Finding when the confirmed installed version is past the vendor's published end-of-service date under internal lifecycle policy; unknown version is indeterminate.,FINGERPRINT+SBOM+LIFECYCLE,Vendor EOL/EOS documentation,Vendor documentation / internal lifecycle policy,Vendor lifecycle page for the identified product,HIGH,HIGH,A community EOL aggregator may assist discovery but vendor evidence should be authoritative.,NOT_SUPPORTED
service_vuln_host_high,High-Severity Vulnerability in Last Observation,patching_cadence,medium,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published high-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
service_vuln_host_info,Vulnerability observed in most recent scan,patching_cadence,medium,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published info-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
service_vuln_host_low,Low-Severity Vulnerability in Last Observation,patching_cadence,medium,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published low-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
service_vuln_host_medium,Medium-Severity Vulnerability in Last Observation,patching_cadence,medium,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published medium-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
service_vuln_host_v3_critical,Critical-Severity CVSS v3.0 Service Vulnerability in Last Observation,patching_cadence,low,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published critical-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
service_vuln_host_v3_high,High-Severity CVSS v3.0 Service Vulnerability in Last Observation,patching_cadence,low,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published high-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
service_vuln_host_v3_low,Low-Severity CVSS v3.0 Service Vulnerability in Last Observation,patching_cadence,low,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published low-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
service_vuln_host_v3_medium,Medium-Severity CVSS v3.0 Service Vulnerability in Last Observation,patching_cadence,low,TESTABLE_WITH_ENRICHMENT,"Identify exact exposed service product/version and correlate to current vendor/NVD affected ranges, retaining the latest successful observation.","Endpoint, product/version/CPE, fingerprint confidence, CVE, CVSS version/vector/band, advisory revision and last-seen time.",Finding when the latest reliable observation confirms an affected version with published medium-band classification; no exploit validation.,PROTOCOL_FINGERPRINT+SBOM+CVE,NVD/CPE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,CVSS source bands remain separate from internal severity and score impact.,PARTIAL
typosquat,Possible Typosquat Domains Detected,social_engineering,info,EXTERNAL_DATA_REQUIRED,"Generate deterministic brand/domain variants, then query RDAP, DNS and Certificate Transparency and enrich with passive DNS/reputation evidence.","Candidate domain, generation rule, RDAP registration data, DNS answers, CT certificate IDs, first seen, similarity score and analyst disposition.",Finding only when a registered/observed candidate exceeds internal similarity/brand rules and has corroborating activity; human review required.,EXTERNAL_INTEL_INGEST,"RDAP, Certificate Transparency, passive DNS and optional domain-reputation feed",Reputable threat-intelligence source / internal telemetry,https://www.rfc-editor.org/rfc/rfc9082.html; https://www.rfc-editor.org/rfc/rfc9162.html,HIGH,MEDIUM,Typosquat assessment requires global registration/certificate datasets and brand context; never register or interact with candidate domains.,NOT_SUPPORTED
